LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
Label,Track ID,Source spot ID,Target spot ID,Edge cost,Directional change rate,Speed,Displacement,Edge time,Edge X,Edge Y,Edge Z,Manual edge color
Label,Track ID,Source ID,Target ID,Cost,γ rate,Speed,Disp.,Edge T,Edge X,Edge Y,Edge Z,Edge color
,,,,(cost),(rad/sec),(micron/sec),(micron),(sec),(micron),(micron),(micron),
ID30474 → ID30470,0,30474,30470,0.08271874031644541,0.5076094723326392,0.2004592590450445,0.2004592590450445,2.5,28.35611998376442,13.14223959120201,0.0,
ID30641 → ID30627,0,30641,30627,0.11376738673719929,2.2882575799443154,0.2857370627437357,0.2857370627437357,33.5,29.447133188516716,18.970994249579597,0.0,
ID30487 → ID30478,0,30487,30478,0.025142741130881836,1.0070220323383945,0.11260379853426261,0.11260379853426261,4.5,28.511171894099192,13.344152611585734,0.0,
ID30502 → ID30499,0,30502,30499,0.005388089011320782,1.966825263955368,0.06468146943377055,0.06468146943377055,12.5,28.49726192585819,13.387577412377652,0.0,
ID30463 → ID30460,0,30463,30460,0.008968780621231898,2.652856365092253,0.08038628337117425,0.08038628337117425,6.5,28.480076707349927,13.501737367005491,0.0,
ID30496 → ID30509,0,30496,30509,0.009113852093930426,0.212732367975719,0.07952692421129551,0.07952692421129551,9.5,28.4572833684385,13.669297325233316,0.0,
ID30665 → ID30690,0,30665,30690,1.5857037221996453,0.06056255194105719,0.7698611325413743,0.7698611325413743,41.5,31.4673304734903,19.172778149076805,0.0,
ID30647 → ID30665,0,30647,30665,0.5116022947221892,0.7757188848600729,0.47478723169513254,0.47478723169513254,40.5,31.2950615617355,18.57505267173031,0.0,
ID30544 → ID30549,0,30544,30549,2.391034678295149,3.07251289944,1.04375192806746,1.04375192806746,28.5,29.031543054586187,19.698030950389935,0.0,
ID30549 → ID30570,0,30549,30570,0.6136699559038516,0.6623346451914857,0.42066782478547254,0.42066782478547254,29.5,29.212262521037935,19.021974219444594,0.0,
ID30677 → ID30647,0,30677,30647,0.10971218265555852,2.290990859520744,0.20218009542903018,0.20218009542903018,39.5,31.289237587938583,18.25755244070823,0.0,
