L4440_Vy (µm/s),cyk1_Vy (µm/s)
0.15948632900360452,0.012812160896127977
0.1855164308530604,0.06459204780548262
0.009488145775259938,0.02777330747518967
0.20610890959645686,0.09779769751043901
0.07508811330388454,0.10451318050242335
0.0389983382951236,0.07678837674450208
0.024978549539468986,0.08708679922475113
0.14316713223494304,0.008969716627468927
0.05994749711521763,0.021496472288853853
0.09322472936140827,0.07072184613533139
0.07318506059463559,0.08508934430398227
0.1712662235223476,0.035413966926819994
0.34715253390735085,0.10511910688695494
0.3145546075847584,0.006557741291214825
0.4022190075888211,0.0996328072540436
0.6118646496475584,0.018551006935015123
0.35211095984423013,0.10707922818471687
0.033255888107624546,0.05278850776166664
0.08080091785172669,0.11872850482348056
0.11239820918582524,0.021048431606165253
0.1102459206152723,0.14712835549475897
0.13795728909651145,0.03960534100782098
0.12136875902470692,0.07849474384141786
0.15600000000000022,0.024670565094692166
0.18749593405256348,0.04780820000677508
0.12075651756982779,0.04918911150518994
0.004007018483364533,0.23265407493453621
0.12111682506564278,0.027985656432690575
0.18239682430569673,0.16009989550622022
0.17016900970791368,0.05119961862447795
0.22755536333407775,0.0034912379180788377
0.1758199237626755,0.02071702212439348
0.19254184751992157,0.026839787302021988
0.16922552873461996,0.17348190406781966
0.21044125670273175,0.04586485199795831
0.1665964858856171,0.1540708263755448
0.25085493868421194,0.03579604383537997
0.18821269573893035,0.19956526271312355
0.21781972929263418,0.15095953914892918
0.030913311085973304,0.054575258704189625
0.0012705492942494344,0.20697693009761906
0.13054770449212896,0.14963860407484403
0.048693683869571916,0.09113359094098072
0.04015581879578036,0.1527983041250323
0.056185258703575866,0.18588208917517476
0.10628294442036505,0.015802351965349716
0.015472544548975975,0.25609412712933877
0.008966626222299823,0.1207195361503203
0.03151156131259185,0.09124009764892946
0.026000000000000512,0.2385777671583625
0.05200000000000031,0.1633049221539828
0.04023906178251764,0.14606265987100214
0.06641945877078256,0.17967057014414073
0.057627466637904946,0.1683205185493634
0.03375645388479853,0.0700148226914962
0.004117375861808626,0.17204818911745862
0.06786162200609809,0.14062286318889328
0.24584690959132088,0.15208526249468407
0.2466179834844901,0.10602370944288139
0.2902295911781508,0.20156812236721217
0.16879705383314345,0.17240395860724433
0.04563004988441257,0.16939739035277485
0.18928080863228658,0.027694428262269356
0.10272227974682835,0.1317893190978623
0.04701248156474449,0.11847534586145407
0.06546920665746506,0.34623456589130297
0.06374912957541064,0.08676253940627916
0.2551931436178535,0.22489667344304537
0.22587067326264182,0.148940513511889
0.18200000000000002,0.13051437696823348
0.22995023468809989,0.09489094772990789
0.23330905710833605,0.2124979205670421
0.20799999999999982,0.05480204616008635
0.25764328165927425,0.06735785953030984
0.13973735352591382,0.022782421384325603
0.06967913155894082,0.039979400757753324
0.18214573687793703,0.036269268099133
0.15797529241942102,0.0215976232238539
0.15292188851435676,0.006000745513368599
0.2031023916745042,0.0074821842986452225
0.26564955956909986,0.004464215800774695
0.18885828613222486,0.02119869213394878
0.15839799631296358,0.05749824505045389
0.18050341923336433,0.0786102802737851
0.14715757353969466,0.06978189594649394
0.170020816436438,0.07707556989054964
0.24486429818239408,0.06684678129960275
0.23352276043450787,0.019503510229432662
0.17897779075180792,0.2618484007748599
0.26638078069682647,0.0655753362891808
0.2453498252474297,0.08190085513576725
0.260203774227352,0.06824751005627192
0.183313571428819,0.02297296731470695
0.21966261121399383,0.15080485554566891
0.2984743260492678,0.08903304861846664
0.4372641806466092,0.05628886630316288
0.03777200244073953,0.16570223588275468
0.45201612829817533,0.039035692414463696
0.06492499570515235,0.07045880088502798
0.0799336744964421,0.12801848293701124
0.44310391976845975,0.08392371711992866
0.044241513942293406,0.12219616395662687
0.3826440948484894,0.0518833381041949
0.40698488004454847,0.04177466840044523
0.40491594218636706,0.020281556755650597
0.15289903890102963,0.2506409970516422
0.3153707312829681,0.07336799315827029
0.06777977173092964,0.025410216892590397
0.136691515516317,0.1103273579952166
0.07864234042596081,0.06459247417034959
0.08121879355792316,0.1678565659602988
0.035964289100053295,0.08952834549022341
0.020936765058728213,0.08219721279408318
0.05241955722603606,0.005581816729223732
0.1106814385033978,0.04471128492741912
0.04897629137043182,0.2715807867369911
0.08343982084100574,0.43250578184391875
0.03357288983657725,0.10562879500548732
0.04884069953692318,0.250276340871066
0.21301323928305535,0.17646822393617684
0.22802916132953327,0.17214976798728684
0.22848601200821078,0.1553226145883137
0.23340709777129973,0.1724022301592683
0.20240868846308757,0.18855556776742474
0.25725822303625706,0.25107825929627337
0.21632460457001415,0.126306486657613
0.2521663130579125,0.22264206202913642
0.22066196385703804,0.12882975428378174
0.16823880904479402,0.13072034190816026
0.26288294770266135,0.5190604046145417
0.20375001453570932,0.3675556714511039
0.2029414939445516,0.22702084649755783
0.1398051738935564,0.14434581057354876
0.23728306036339147,0.030902665710405584
0.24099680795652603,0.1253849246591315
0.03611022993330337,0.228796336121707
0.19701255668877024,0.5096158604619603
0.12228858318621434,0.0792369442870422
0.2211464625847924,0.14075179538655433
0.1879348498991078,0.17695837276090068
0.1906961300602525,0.16084591921337044
0.10449691782735755,0.296926610438301
0.107013008488277,0.3406658637116989
0.12999999999999973,0.08158606748365145
0.08255358426074508,0.16498932965295215
0.09320180045592111,0.14647599727551713
0.11143918663497061,0.10628222886491442
0.09299516630651254,0.15141125529452
0.1241980712225832,0.015806192910654458
0.20559194815102727,0.3417245696123391
0.2182274348867864,0.550955643828108
0.2236957900234131,0.15416585155217993
0.3200583117892556,0.12210495814417151
0.11803961469173033,0.0041951684889191656
0.32417042675189267,0.24019324682135376
0.18365770021364441,0.36305371611884285
0.319543742937266,0.12704233646598057
0.06518528581150385,0.039768546990514866
0.03096753239709642,0.11529018280845271
0.04309378969199198,0.4224188178038567
0.29828014398159974,0.4353263836385466
0.30780308931118155,0.27303827372561856
0.3379999999999995,0.5811150218704206
0.302803530407612,0.08941436531477151
0.37366737835435015,0.014836895110264692
0.08072714423096343,0.20833303008827747
0.26376975044716,0.2923817267561198
0.19898867799419867,0.059034255978276565
0.23905686013072974,0.38464063160342726
0.04309614783419278,0.06577477431508214
0.15864176437043193,0.21601756941213707
0.18404538893432373,0.1388671723403327
0.08969849679836805,0.003747614618670525
0.11713087789761971,0.21895154306106795
0.054687053252080634,0.0030476446365881316
0.14549738703471746,0.002030556045312437
0.09580964746205467,0.050497703401264006
0.11093645755229087,0.19857556279091
0.14636971415034594,0.019798863676189882
0.13998794597882772,0.10260428752017674
0.11991682013122933,0.001747387314367188
0.12838762083404448,0.009895522547183334
0.14928076348790462,0.04524423315699551
0.13141873334726348,0.02383366955864332
0.14040670893797086,0.11870436663051151
0.1607480566316198,0.3341395645360869
0.149027754253558,0.034334982944495704
0.17021512310097506,0.037679089438672264
0.1517263161383852,0.04094562083219806
0.17645822579091117,0.011528954190623608
0.19729532146289658,0.039707264707863746
0.19788914739934924,0.06609519697985747
0.14737762484925554,0.039696236655085926
0.13686501940548226,0.060942722942800745
0.15097545816543773,0.062119038568324215
0.17194754119030833,0.04745709309235764
0.33116254426109465,0.09429273927526864
0.3791423326542514,0.040201214393529486
0.3899999999999991,0.028299616284954254
0.38192218033655434,0.017007552460675156
0.36307948127931766,0.007820627543791403
0.3654188179659215,0.16531916635640015
0.3754156937019175,0.23300427415201205
0.013718015356780456,0.14937512350596832
0.01713974987175959,0.01265330291199902
0.035467804841577785,0.17720771895923731
0.021881272279750164,0.08007106564704784
0.037352928344682824,0.17675000161173743
0.021927210875595904,0.37061929151695167
0.09932963849029548,0.1718433837451805
0.02966040982887037,0.2799347141864324
0.010122671375961545,0.20344507341325127
0.037230290238254325,0.036030482504508396
0.0259999999999998,0.22620964482791805
0.0065506256045310355,0.19407870187341486
0.22182683904867986,0.06599974112173398
0.1839588732282742,0.22482765385335882
0.2044288278430358,0.11091922695779459
0.2801289017118755,0.10314248530681595
0.19495702619540012,0.0201072873473791
0.22516989300260876,0.1323331671285061
0.2129190910828349,0.12116756624744411
0.2471196689928405,0.11492491610282088
0.20328542612435144,0.04346686928214112
0.04107658457665266,0.07660735591748491
0.4134129535992095,0.00399797788427847
0.2189298690174084,0.18746097930223654
0.37251007765149213,0.18093750437788536
0.09862408790194266,0.20699252614544755
0.3267083448697683,0.07448102514613097
0.3792687280629323,0.16295393102788047
0.01607450760407474,0.1535254751098126
0.15024450646202042,0.1797223134808199
0.3690296099001074,0.1593940676040006
0.2544239724504891,0.15590877518462493
0.20498721663198438,0.1563832135111049
0.2390896900747947,0.11759949096550706
0.0,0.19488356554699565
0.2211253057647177,0.22301903523683392
0.21692103546799474,0.20288469893406572
0.1909519995823068,0.16948997053424364
0.18430883409178875,0.18200000000000002
0.12815704322268645,0.30371709397150964
0.07661821790165035,0.17668610257922274
0.07813658443393834,0.1903157918789084
0.16030654980184167,0.13873546584177632
0.03597420281875117,0.16199738357837673
0.10545529364480544,0.1458736148361801
0.09471561338614407,0.13890929914775468
0.13169514715373082,0.20740752981266616
0.09533575712467694,0.1604741659961917
0.05617121979519872,0.09615422373910505
0.07127746346053314,0.07539983600831164
0.18200000000000002,0.06828394023498419
0.23400000000000035,0.16091632951092477
0.18997353707903794,0.04025165673422819
0.28027372626438873,0.08502535747752091
0.2641207219570315,0.07570561935784
0.26155989046261396,0.019670006071577005
0.24851405874552412,0.005769717459696011
0.3960256079994592,0.006484690888430578
0.22461329360180926,0.022078826422684373
0.29780315929679946,0.07755253276798299
0.2786340061560427,0.15175255591080905
0.018057363826518725,0.12503737427873957
0.2859999999999999,0.1141366486338157
0.2699461438637652,0.0919367610752417
0.07194019180854383,0.1559866258562778
0.00032229447521743283,0.09655213109189731
0.04031482756261795,0.18140329974920846
0.014663016607861578,0.08505207483594361
0.008971308344231942,0.08809981509374758
0.04595326459942761,0.10913713927582477
0.056436469271619674,0.1167245165815622
0.06465249509784599,0.13569842250359193
0.05113108425888555,0.03567190092048271
0.03457918554226502,0.05136919578013135
0.06066844356856542,0.1577256493456501
0.10307973058154118,0.3985292287726686
0.0865650573288292,0.11162607540789793
0.1422664843217049,0.09486285046854093
0.1309561333781879,0.13037716327015617
0.12838019174746976,0.04107072591656617
0.11428480622389828,0.03367989529754496
0.16997284213662453,0.036539070819536335
0.14395134120165382,0.08821882917646491
0.12999999999999973,0.0027973973944320106
0.11400576293142421,0.08626890692684128
0.20799999999999982,0.03503413929754444
0.19887021973744864,0.03998745873190401
0.17588461717716938,0.05687363922522124
0.10228014750388112,0.13899302369249256
0.12095372809205784,0.01886477887411715
0.2708596917570425,0.002827122018357642
0.2664103281414576,0.03626075245269931
0.29106362628775884,0.010344757160493856
0.28386364836974637,0.039192977226827706
0.33800000000000097,0.05229744170436419
0.04089340050346522,0.056558490926033045
0.25363260316843184,0.06198882625817603
0.004914357682196169,0.051140562883510654
0.016126137030330768,0.12396033904740804
0.021249672374635507,0.13394724363408414
0.026754364918464547,0.08537627270914641
0.0893265848330536,0.07201145883099329
0.004136904160107235,0.058170877809133256
0.010534986145481184,0.08370174739274816
0.04725048585800522,0.0632629301631578
0.09445451056480252,0.2359876310346639
0.07800000000000011,0.15755206922776105
0.026361565088258487,0.03310855069090444
0.11704771998550427,0.12048444349139675
0.020533543178281377,0.09420797888207347
0.005941009972596589,0.04297050442328896
0.16912550799872078,0.0724366627960901
0.19761430694187682,0.10299361011821624
0.15881569273105214,0.06659946292794353
0.2309789651882525,0.13338900457612227
0.06764729189777582,0.13369431391543998
0.13799842701076556,0.1440733852272409
0.16635734150107276,0.13084723641331344
0.13299777555640374,0.11812233579954139
0.18811860193865826,0.06095477865856047
0.18293847148396977,0.16243483901039307
0.11212026913255002,0.06703717870332113
0.27924468768708904,0.09824888947725582
0.143243239139602,0.0022237027102725905
0.3315517634299148,0.0905191727392797
0.33075597640025334,0.12232774857899287
0.08029554746086234,0.08844491557332752
0.34020078222441513,0.010129636307044975
0.07744534146580975,0.18800384471923443
0.17384180046261122,0.16020992498666722
0.11673556733472737,0.007762685651274559
0.17392710480281295,0.05379906055613617
0.34833541501450116,0.14354841931954992
0.3877375589067185,0.3638633983184526
0.39000000000000057,0.40166223213437424
0.12845982898601277,0.19965635545457303
0.1492356678980741,0.19102592775687058
0.08875270290710446,0.30180680350383116
0.11077957152680043,0.21278343449296955
0.07735573681367995,0.32098789317794213
0.08296768120954638,0.2544834398563573
0.03701174447806181,0.2610888714732333
0.051702979502011456,0.15235134116214938
0.11008627946904,0.01007070612161982
0.1297993028387161,0.11049555081765519
0.16696140691052755,0.08850629055925126
0.20764053820474332,0.17864359796629897
0.09555154547745914,0.09976687347715725
0.09272288414394084,0.057363287712999166
0.10666024996756036,0.014189142631790474
0.20867814611751143,0.19121751479865595
0.18246571465319192,0.06424571343630561
0.1393886538423567,0.05400467848084034
0.11384105128563178,0.21279431375495506
0.07890183700097424,0.2052986621258171
0.12341247035770345,0.09966649711028382
0.13030474164640254,0.1036669053034501
0.10798857687399739,0.22849113194356577
0.10592369323674404,0.07315406094847177
0.10431348561097131,0.2849938277839762
0.2852154814265425,0.20624080368422995
0.3187754697650306,0.09671489471975078
0.3120000000000001,0.10302175995059386
0.23400000000000035,0.15706439990055188
0.20800000000000055,0.16799772143403402
0.023237485451512895,0.25300034558645806
0.14125550161597394,0.09235428891028548
0.11531552241386152,0.1435634896546155
0.05612673081149069,0.06333312381747618
0.05933540705688909,0.12569177347782556
0.10728932347530958,0.1304352627025324
0.20799999999999982,0.15834807138207269
0.17040722477196085,0.11743439220726656
0.13000000000000006,0.13918906982614984
0.18200000000000002,0.01372262188663953
0.13913895366353443,0.05779710242058513
0.09067281326585004,0.1872532940333592
0.09723231180522163,0.06949642777698557
0.13216536477682722,0.11576160949648155
0.17725701569610877,0.0037306407795195894
0.09805448347654178,0.3755954221881332
0.36326068775840953,0.05249695402967092
0.1263417286663028,0.3233035832730213
0.1742144757334671,0.08496988695250707
0.19752440354530804,0.02990228252939673
0.13474251677274793,0.018845295057681
0.1345242543694333,0.06398705040753967
0.15042716535447057,0.09370423921604001
0.1755941194640805,0.23970042928460628
0.1331594019557926,0.03145766149138183
0.22911700611304014,0.04633129153175837
0.2844265081281222,0.08357088353748025
0.20744556654907456,0.020322535482804938
0.13000000000000042,0.3062846297488143
0.18273417808456358,0.14251438472866412
0.16938136738602125,0.0049049648860474806
