LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
Label,Track ID,Source spot ID,Target spot ID,Edge cost,Directional change rate,Speed,Displacement,Edge time,Edge X,Edge Y,Edge Z,Manual edge color
Label,Track ID,Source ID,Target ID,Cost,? rate,Speed,Disp.,Edge T,Edge X,Edge Y,Edge Z,Edge color
,,,,(cost),(rad/sec),(micron/sec),(micron),(sec),(micron),(micron),(micron),
ID12736 ? ID12812,0,12736,12812,0.1147958421159297,1.0829547719842207,0.1986148143538608,0.1986148143538608,6.5,37.479574573113254,20.102781133671932,0.0,
ID12723 ? ID12826,0,12723,12826,0.02730066335749202,3.003847507259464,0.12699861391102824,0.12699861391102824,3.5,37.439144473760535,20.123605545571422,0.0,
ID12826 ? ID12708,0,12826,12708,0.08839077370562277,1.226608965334629,0.22419837681774785,0.22419837681774785,4.5,37.51865706126956,20.24640606150733,0.0,
ID12861 ? ID12758,0,12861,12758,14.27662856363808,2.9130136706452108,1.8412322501038587,1.8412322501038587,9.5,37.11016687050032,20.442343752726725,0.0,
ID12837 ? ID12723,0,12837,12723,0.07650805413666552,1.038868160196866,0.16979600144902937,0.16979600144902937,2.5,37.461573685629254,20.116058387399818,0.0,
ID12708 ? ID12736,0,12708,12736,0.049407617857621426,2.8620787602027713,0.19878670340117133,0.19878670340117133,5.5,37.54829104498771,20.258576031634483,0.0,
ID12812 ? ID12747,0,12812,12747,0.1683175755009308,0.7181251365760933,0.26520748940433814,0.26520748940433814,7.5,37.366992542506864,19.916759941674215,0.0,
ID12873 ? ID12886,0,12873,12886,0.06935627251643457,NaN,0.15131995953633648,0.15131995953633648,0.5,37.625380981620026,20.31530321449728,0.0,
ID12747 ? ID12861,0,12747,12861,14.923180525662906,2.8769752389080843,1.5566445736410606,1.5566445736410606,8.5,37.31567470780109,20.56599313882311,0.0,
ID12886 ? ID12837,0,12886,12837,0.04093002891383732,0.2630424930951127,0.13621101013054526,0.13621101013054526,1.5,37.577754129976576,20.180968873339356,0.0,
ID12825 ? ID12707,1,12825,12707,0.048524865549507544,0.3121244388247156,0.20346072270322457,0.20346072270322457,4.5,33.68128098675279,20.0705604284568,0.0,
ID12748 ? ID12859,1,12748,12859,0.017982541425864577,2.333934131170855,0.10509634699182088,0.10509634699182088,8.5,34.026893109991946,19.832125364308922,0.0,
ID12707 ? ID12735,1,12707,12735,0.05786212058684704,0.4840666038359028,0.14952130430484772,0.14952130430484772,5.5,33.84015619819191,20.006061083435373,0.0,
