LABEL,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID,LINK_COST,DIRECTIONAL_CHANGE_RATE,SPEED,DISPLACEMENT,EDGE_TIME,EDGE_X_LOCATION,EDGE_Y_LOCATION,EDGE_Z_LOCATION,MANUAL_EDGE_COLOR
Label,Track ID,Source spot ID,Target spot ID,Edge cost,Directional change rate,Speed,Displacement,Edge time,Edge X,Edge Y,Edge Z,Manual edge color
Label,Track ID,Source ID,Target ID,Cost,? rate,Speed,Disp.,Edge T,Edge X,Edge Y,Edge Z,Edge color
,,,,(cost),(rad/sec),(micron/sec),(micron),(sec),(micron),(micron),(micron),
ID25249 ? ID25438,0,25249,25438,0.06313852501635686,2.6236512019218603,0.11940189222603977,0.11940189222603977,1.5,31.06016540006373,27.35034364666106,0.0,
ID25389 ? ID25401,0,25389,25401,0.35754036005700607,2.524325193813139,0.5813264246223023,0.5813264246223023,5.5,30.666913305540504,27.214872351510802,0.0,
ID25518 ? ID25486,0,25518,25486,0.20596241552526592,0.7373326514974501,0.2988746436175683,0.2988746436175683,21.5,28.87345496189809,25.64282724151264,0.0,
ID25271 ? ID25349,0,25271,25349,0.551313159647428,2.8126102548261356,0.5754658684277987,0.5754658684277987,7.5,30.96628719404633,27.437395654102126,0.0,
ID25465 ? ID25531,0,25465,25531,0.16639027833345213,1.0762203160639592,0.30255661895084685,0.30255661895084685,19.5,29.090122954145908,26.91222311167534,0.0,
ID25478 ? ID25510,0,25478,25510,0.013873305971573904,0.9437517015203285,0.07982574756362705,0.07982574756362705,17.5,29.444010326474043,27.18577901312544,0.0,
ID25360 ? ID25335,0,25360,25335,0.6289938613269096,2.42491280575395,0.33076962354943096,0.33076962354943096,11.5,30.056626893269907,26.865033922387585,0.0,
ID25510 ? ID25465,0,25510,25465,0.18401610311843372,2.899707773945507,0.3908588934778601,0.3908588934778601,18.5,29.349146099650852,27.06071768553491,0.0,
ID25335 ? ID25297,0,25335,25297,0.7412568244930087,2.9023821640913545,0.5369393169491488,0.5369393169491488,12.5,30.03932097384955,26.978416400269595,0.0,
ID25451 ? ID25478,0,25451,25478,0.1899504804204665,1.6644312742398666,0.3041089462913631,0.3041089462913631,16.5,29.516029393954007,27.022534425813905,0.0,
ID25401 ? ID25271,0,25401,25271,0.126742239192187,0.9992781234453716,0.27407965655976696,0.27407965655976696,6.5,30.848438378801163,27.55162917826739,0.0,
ID25297 ? ID25375,0,25297,25375,0.4460114255497995,1.321317554281731,0.38149519369910057,0.38149519369910057,13.5,29.725791378763912,27.166690544035617,0.0,
ID25375 ? ID25282,0,25375,25282,0.3655335764085672,0.7793816752570465,0.4463734263370622,0.4463734263370622,14.5,29.42611103441007,26.928035667310027,0.0,
