LABEL,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_SPOT_COLOR,MEAN_INTENSITY_CH1,MEDIAN_INTENSITY_CH1,MIN_INTENSITY_CH1,MAX_INTENSITY_CH1,TOTAL_INTENSITY_CH1,STD_INTENSITY_CH1,CONTRAST_CH1,SNR_CH1
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,Radius,Visibility,Manual spot color,Mean intensity ch1,Median intensity ch1,Min intensity ch1,Max intensity ch1,Sum intensity ch1,Std intensity ch1,Contrast ch1,Signal/Noise ratio ch1
Label,Spot ID,Track ID,Quality,X,Y,Z,T,Frame,R,Visibility,Spot color,Mean ch1,Median ch1,Min ch1,Max ch1,Sum ch1,Std ch1,Ctrst ch1,SNR ch1
,,,(quality),(micron),(micron),(micron),(sec),,(micron),,,(counts),(counts),(counts),(counts),(counts),(counts),,
ID37152,37152,0,5.688912868499756,29.081715273442477,20.40559605276974,0.0,0.0,0,0.5,1,,148.9344262295082,142.0,111.0,273.0,9085.0,33.570259085714056,0.0657321226295782,0.5472679308967991
ID37104,37104,0,4.067252159118652,29.471767151435273,20.48803100792361,0.0,2.0,2,0.5,1,,147.60655737704917,143.0,113.0,260.0,9004.0,24.122796057204614,0.05463742812068767,0.6340084847867951
ID37169,37169,0,4.418385028839111,27.82,22.1,0.0,3.0,3,0.5,1,,137.34426229508196,132.0,108.0,250.0,8378.0,25.52115804967951,0.05344196427295666,0.546024257945695
ID37123,37123,0,5.1002607345581055,27.82,21.970000000000002,0.0,5.0,5,0.5,1,,133.44262295081967,126.0,95.0,237.0,8140.0,26.30305723052229,0.050449651167479924,0.4873054428040399
ID37095,37095,0,4.2850022315979,27.82,22.1,0.0,6.0,6,0.5,1,,134.40983606557376,125.0,100.0,240.0,8199.0,28.63469751262172,0.04181898714208817,0.3768336605965291
ID37161,37161,0,6.168527603149414,29.207548689374974,20.651007312508312,0.0,1.0,1,0.5,1,,153.68852459016392,146.0,102.0,297.0,9375.0,32.856526994194304,0.07948051472247858,0.6888039753058721
ID37180,37180,0,3.6127612590789795,27.82,22.1,0.0,4.0,4,0.5,1,,130.24590163934425,126.0,102.0,194.0,7945.0,18.627627991512067,0.03150497026618609,0.4271144407488081
ID37154,37154,1,5.370105743408203,30.749797589110134,21.4990497223699,0.0,0.0,0,0.5,1,,144.9672131147541,136.0,105.0,282.0,8843.0,33.49674969959262,0.05408422010793,0.4441118662932815
ID37122,37122,1,6.386355876922607,30.867778707379056,21.782633430878168,0.0,5.0,5,0.5,1,,145.9344262295082,131.0,107.0,311.0,8902.0,43.234580624178996,0.05816113543060702,0.3710543861732526
ID37188,37188,1,6.343105792999268,27.82,22.23,0.0,13.0,13,0.5,1,,140.80327868852459,132.0,107.0,284.0,8589.0,38.635398135272766,0.0504950828751742,0.3503583213141791
ID37094,37094,1,6.574005126953125,30.79788045861698,21.992314022651694,0.0,6.0,6,0.5,1,,144.62295081967213,135.0,114.0,251.0,8822.0,30.972656723001247,0.05720640408863753,0.5053282981358858
ID37193,37193,1,3.966080665588379,28.521605288028077,22.136682807889766,0.0,12.0,12,0.5,1,,136.1639344262295,129.0,104.0,237.0,8306.0,26.479035939064985,0.04581844248558725,0.45058210987103847
ID37162,37162,1,5.381250858306885,30.95150567391053,21.619836610724814,0.0,1.0,1,0.5,1,,144.55737704918033,132.0,93.0,299.0,8818.0,41.91082779352846,0.05232438296718198,0.3430034581560306
ID37131,37131,1,6.063782691955566,28.828765691993592,22.084172423852248,0.0,11.0,11,0.5,1,,143.31147540983608,133.0,106.0,279.0,8742.0,32.958327720323105,0.06468481747127398,0.5283565442056991
ID37198,37198,1,6.88541316986084,29.689408163031406,21.916409416248573,0.0,9.0,9,0.5,1,,153.4262295081967,141.0,108.0,375.0,9359.0,46.84885591502153,0.0818946081755692,0.495793662794346
ID37168,37168,1,4.024349689483643,30.720751004026614,21.534826941086067,0.0,3.0,3,0.5,1,,141.11475409836066,130.0,98.0,271.0,8608.0,35.18527076332545,0.05017414429455189,0.38323059586154046
ID37105,37105,1,5.873605728149414,30.78362314916928,21.65102526855972,0.0,2.0,2,0.5,1,,143.65573770491804,133.0,111.0,257.0,8763.0,32.717419033241626,0.05898189870484333,0.48910730390286056
ID37139,37139,1,5.585450172424316,29.193849774282203,22.224174524430932,0.0,10.0,10,0.5,1,,142.34426229508196,132.0,101.0,288.0,8683.0,38.140042495126494,0.05241780396221316,0.3717743515786876
ID37145,37145,1,6.0639472007751465,30.288734506580255,22.118280177245843,0.0,7.0,7,0.5,1,,145.81967213114754,132.0,103.0,310.0,8895.0,38.16346778299954,0.062344687937265754,0.4484688544007589
ID37179,37179,1,4.932230472564697,30.79834181188587,21.568543514799355,0.0,4.0,4,0.5,1,,143.63934426229508,135.0,108.0,271.0,8762.0,31.144840550180618,0.05779518539223725,0.503973119362213
ID37115,37115,1,6.488196849822998,29.9670627947482,21.95692555467782,0.0,8.0,8,0.5,1,,149.672131147541,141.0,109.0,341.0,9130.0,43.52230129924788,0.06667764180918588,0.42993829177725673
ID37200,37200,2,5.796365737915039,29.400195160042,27.36760566725354,0.0,9.0,9,0.5,1,,151.19672131147541,137.0,112.0,354.0,9223.0,47.430236373060296,0.06541313237753972,0.3914388987493819
ID37155,37155,2,3.677138328552246,29.88576634059405,26.975556838278152,0.0,0.0,0,0.5,1,,137.21311475409837,135.0,106.0,198.0,8370.0,17.50820260534888,0.041813782292800805,0.6290909104724318
ID37172,37172,2,4.035167694091797,28.324694590931585,27.02117261706343,0.0,3.0,3,0.5,1,,134.45901639344262,128.0,98.0,199.0,8202.0,22.422142159401133,0.03371760081605968,0.39119885741001387
ID37109,37109,2,4.34857702255249,28.477275639198833,27.00091321662306,0.0,2.0,2,0.5,1,,136.62295081967213,131.0,104.0,202.0,8334.0,21.497413747104734,0.038337791929504386,0.4693057513460188
ID37125,37125,2,6.505738258361816,30.51797412301338,27.40853813178045,0.0,5.0,5,0.5,1,,147.39344262295083,135.0,114.0,320.0,8991.0,41.8880566464653,0.06294264339152122,0.4167283951671183
